Real,Probabilidad,Prediccion
0,0.07862814812606674,0
0,0.12349481175139373,0
0,0.2560746218465199,0
0,0.18331669951146273,0
0,0.060788854465514214,0
0,0.039181882564157035,0
0,0.161279316645952,0
0,0.18626248376386675,0
0,0.03351936328633355,0
0,0.36507497232004243,0
0,0.025479178071653966,0
0,0.14330811181442363,0
0,0.07678079400964304,0
0,0.05281912071008709,0
0,0.1787245244915459,0
0,0.28101751156392607,0
0,0.06403440227326022,0
0,0.09562706431917549,0
0,0.07053781045360437,0
0,0.057515968771276064,0
0,0.09789476097848453,0
1,0.09888849434968564,0
0,0.16855702984969084,0
0,0.06676755092052479,0
0,0.1720912452057992,0
0,0.09511643414250602,0
0,0.16683765311530097,0
0,0.07465038236156316,0
0,0.1201786737337103,0
0,0.2086925861502913,0
0,0.03147541737474531,0
0,0.04580724359486838,0
0,0.03195174449061297,0
1,0.3503458430376194,0
0,0.12559362921293474,0
0,0.21047833760696813,0
0,0.05929608376101212,0
0,0.1903552761993921,0
0,0.0734562748139898,0
0,0.2706865665239803,0
1,0.15457194285703502,0
1,0.5526676750071473,1
1,0.299283439603319,0
1,0.21652993834099166,0
0,0.036937035432467694,0
0,0.14529526690984929,0
0,0.05011355408422028,0
0,0.17728363243154796,0
0,0.1148584800162689,0
0,0.11047086210441895,0
0,0.3690566594197132,0
0,0.04164506171310682,0
0,0.0672514010135989,0
0,0.1434994259177979,0
0,0.04219798583683269,0
1,0.28576687842733955,0
0,0.026335261664544064,0
0,0.13174181770980178,0
1,0.14766388924438703,0
0,0.10362304844041995,0
0,0.10653169347243491,0
0,0.0589376236503418,0
0,0.16456493310972498,0
0,0.09927752629107339,0
0,0.03320953997652919,0
0,0.15043128189642177,0
0,0.07320975009994984,0
0,0.36583008923207055,0
0,0.6660970833278098,1
0,0.11218176426466017,0
0,0.09610736683947982,0
0,0.03414989989515144,0
0,0.502933231350902,1
0,0.11465411232492409,0
0,0.1388124774973489,0
0,0.36125272649462725,0
0,0.08762157082166111,0
0,0.2083508644324918,0
0,0.08335979980210456,0
0,0.2233570078078373,0
0,0.4082804309088568,0
0,0.07400029847032563,0
0,0.0936281677943323,0
0,0.12718536866979646,0
0,0.09426165377324885,0
1,0.09927409166008089,0
0,0.2930388818766191,0
0,0.041185142735767954,0
0,0.29973359895276724,0
0,0.2751562572145026,0
0,0.15199976387343658,0
0,0.04762293397450792,0
0,0.2002293526373569,0
0,0.09817747467401547,0
0,0.09041710583053884,0
0,0.0792321439378092,0
0,0.09541478664431405,0
1,0.015293577353994992,0
0,0.13079862208713183,0
0,0.08829667457910587,0
1,0.29600508668516606,0
0,0.10558677853489669,0
0,0.04076688785193756,0
0,0.10644991597130553,0
0,0.03595183797007943,0
0,0.04495371966201012,0
0,0.06582055319103942,0
1,0.168180997634174,0
0,0.17011859888760586,0
0,0.1769345312917712,0
0,0.0385108016205558,0
0,0.14511322795868078,0
0,0.11189756394234483,0
0,0.09795138174592659,0
0,0.02497160062969284,0
0,0.06066193500597593,0
0,0.14355230855136897,0
0,0.026389001212412763,0
0,0.04410327954693933,0
0,0.028437212231313944,0
0,0.18558820250758062,0
0,0.08139542610906964,0
0,0.1934330561683898,0
0,0.1521772933908433,0
1,0.0970910807268046,0
0,0.04591183721271334,0
0,0.05205170197137312,0
1,0.3886186547318851,0
0,0.07824616827830556,0
0,0.12756785714587157,0
0,0.03726909439789486,0
0,0.26574274337451437,0
0,0.2998867262364954,0
0,0.05182760649450342,0
0,0.15041399689853663,0
0,0.07666986909199845,0
0,0.03888854867262899,0
1,0.15297758665692882,0
1,0.24748405566067896,0
0,0.39582501548564547,0
0,0.06045979123496534,0
0,0.1198961873810902,0
1,0.353123852420815,0
0,0.06783305263459258,0
0,0.03665171513013374,0
0,0.17555762584374104,0
0,0.2903722065413164,0
1,0.2519068343492254,0
0,0.03299552328304517,0
